idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
El Helicóptero a Voz,"Eres el piloto de un helicóptero que funciona con sonido. Haz el sonido del motor 'Brrrr' para elevarte. Cuanto más fuerte lo hagas, más alto volarás en la pantalla. ¡Intenta mantenerte en el aire sin chocar con el techo!",10,14,2,"LED Matrix, Noise Level"
Tamagotchi Sensible,"Cuida a tu mascota virtual. Se siente sola si hay demasiado silencio (pon una cara triste), se pone feliz cuando le hablas normal, pero se marea si le gritas. ¡Programa sus emociones para que sea una mascota feliz!",8,12,3,"LED Matrix, Noise Level"
El Invocador de Tormentas,"Crea un ambiente lluvioso en tu pantalla con gotas cayendo. Luego, conviértete en Thor: golpea la mesa (¡Boom!) para invocar un relámpago que ilumine toda la pantalla al instante.",10,13,2,"LED Matrix, Noise Level"
El Corazón del Cyborg,"Dale vida a un robot. Haz ruidos rítmicos (bip... bip... bip) y programa la matriz para que muestre un corazón latiendo al mismo tiempo que tus sonidos. Si aceleras el ritmo, el corazón debe latir más rápido.",11,15,3,"LED Matrix, Noise Level"
Hambriento por Ruido,"Tu personaje tiene mucha hambre. Dibuja un Pacman que abra la boca de verdad. Cuanto más fuerte hagas 'Waka Waka', más grande abrirá la boca para comerse los puntos de luz de la pantalla.",9,13,2,"LED Matrix, Noise Level"
Radar Submarino,Estás en un submarino oscuro. Envía un 'ping' de sonar haciendo un sonido corto. Programa la pantalla para que muestre ondas circulares expandiéndose desde el centro cada vez que detecte tu señal.,12,15,3,"LED Matrix, Noise Level"
El Semáforo de la Clase,"Construye un semáforo inteligente para tu clase. Si todos hablan bajito, muestra un cuadrado verde. Si hay murmullo, amarillo. Pero si hay demasiado jaleo, ¡enciende la luz roja de alerta!",8,11,1,"LED Matrix, Noise Level"
La Máquina de la Verdad,"Juega a los detectives con tus amigos. Hazles una pregunta y pídeles que respondan al micrófono. Programa la máquina para que analice su voz: si hablan demasiado flojo o titubean (cambios raros de volumen), ¡muestra una X gigante!",9,13,2,"LED Matrix, Noise Level"
La Linterna Anti-Monstruos,"¡Crea tu propia linterna de seguridad! Programa la Matriz LED para que brille con máxima intensidad y ahuyente a los monstruos debajo de la cama cuando actives el interruptor, y apágala para dormir tranquilo.",6,9,1,"LED Matrix, Switch"
El Robot Bipolar,Diseña la cara de un robot que cambia de humor instantáneamente. Dibuja una sonrisa pixelada para cuando el interruptor esté encendido y una cara triste o enojada para cuando esté apagado.,7,10,1,"LED Matrix, Switch"
Control de Tráfico Espacial,Eres el controlador de una estación espacial. Usa el interruptor para dar permiso de aterrizaje (Flecha Verde) o denegar el acceso (X Roja) a las naves que se aproximan.,8,11,2,"LED Matrix, Switch"
La Ventana Mágica,"Crea una ventana digital que cambia el clima exterior con un clic. Si enciendes el interruptor, harás que salga el sol; si lo apagas, atraerás una tormenta lluviosa.",6,9,1,"LED Matrix, Switch"
Despierta al Ciber-Gato,"Tu mascota digital está durmiendo. Programa el sistema para que muestre una animación de sueño cuando el interruptor esté apagado, y haz que abra sus grandes ojos pixelados al encenderlo.",7,11,2,"LED Matrix, Switch"
Señal de Cuarto Secreto,Protege tu laboratorio secreto. Configura el interruptor para activar un letrero brillante de 'NO ENTRAR' en la puerta cuando estés trabajando en experimentos importantes.,8,12,1,"LED Matrix, Switch"
El Traductor de Máquinas,Aprende a hablar como las computadoras. Crea un dispositivo que muestre un '1' gigante cuando hay energía (interruptor ON) y un '0' cuando no la hay (interruptor OFF).,10,13,1,"LED Matrix, Switch"
Insignia de Superhéroe,"¡Mantén tu identidad secreta a salvo! Usa el interruptor para cambiar tu insignia: apagado muestra tu inicial de civil, encendido muestra tu logo de superhéroe.",7,10,1,"LED Matrix, Switch"
La Caja Fuerte Digital,Simula el mecanismo de una caja fuerte de alta tecnología. Programa la matriz para mostrar un candado cerrado bloqueando el acceso hasta que alguien mueva el interruptor para 'abrirla'.,8,11,2,"LED Matrix, Switch"
El Corazón de Iron Man,"Construye tu propio reactor de energía. Cuando actives el interruptor, el núcleo (la matriz LED) debe comenzar a latir con una animación rítmica para dar energía a tu traje.",9,13,3,"LED Matrix, Switch"
Lanzamiento de Cohete,"¡Prepárate para el despegue! Configura el sistema para que, al activar el interruptor de lanzamiento, la pantalla inicie una cuenta atrás automática: 3, 2, 1... ¡FUEGO!",9,12,3,"LED Matrix, Switch"
El Explorador de Cuevas,Estás perdido en una cueva y necesitas dejar señales. Usa el interruptor para indicar al resto del equipo si deben ir a la izquierda o a la derecha en la bifurcación.,8,11,1,"LED Matrix, Switch"
Estación de Recarga,Tu vehículo eléctrico necesita energía. Conecta el cable (activa el interruptor) y programa una animación que muestre cómo la batería se llena poco a poco.,9,12,2,"LED Matrix, Switch"
El Dado Mágico,"No necesitas dados físicos para jugar juegos de mesa. Crea un dado digital que, al activar el interruptor, 'ruede' y muestre un número sorpresa en la pantalla.",10,14,3,"LED Matrix, Switch"
Baliza de Rescate,Estás varado en una isla desierta. Configura tu transmisor de emergencia para que envíe una señal visual de S.O.S. constante en cuanto actives el interruptor de pánico.,11,14,3,"LED Matrix, Switch"
Fiesta de Píxeles,"¡Es hora de bailar! Convierte tu matriz LED en una bola de discoteca. Al encender el interruptor, haz que las luces parpadeen con patrones locos y divertidos.",8,12,2,"LED Matrix, Switch"
Controlador del Tiempo,Tienes el poder de controlar la rotación de la Tierra. Mueve el interruptor para traer el día (Sol) o la noche (Luna) a tu pequeña ciudad digital.,6,9,1,"LED Matrix, Switch"
El Juez Electrónico,"¿Te gusta la comida o no? Crea una máquina de votación simple. Si el interruptor está arriba, muestra un 'Visto Bueno' gigante; si está abajo, una 'X' de desaprobación.",7,10,1,"LED Matrix, Switch"
Escáner de Alienígenas,"Convierte tu matriz en un radar de alta tecnología. Al encender el interruptor, haz que una línea de luz gire buscando señales de vida extraterrestre en la oscuridad.",10,13,3,"LED Matrix, Switch"
Consola Retro,"¡Estás en medio de un nivel difícil! Si el interruptor está encendido, muestra a tu personaje corriendo; si necesitas ir al baño y apagas el interruptor, muestra el símbolo de PAUSA.",9,12,2,"LED Matrix, Switch"
La Máscara del Robot Actor,¡Ayuda a un robot a expresar sus sentimientos en una obra de teatro! Los estudiantes programarán una 'máscara digital' que cambia de expresión. Aprenderán a usar listas y eventos para ciclar a través de imágenes de píxeles cada vez que el director (el estudiante) dé la señal táctil.,7,10,1,"LED Matrix, Touch Button"
El Generador de Suerte para Juegos de Mesa,"¡No más dados perdidos debajo del sofá! Los estudiantes crearán su propio dado electrónico. El desafío introduce el concepto de 'aleatoriedad' (random) y control de flujo, haciendo que la matriz muestre puntos al azar solo cuando se activa el botón.",8,11,2,"LED Matrix, Touch Button"
El Telégrafo del Espía Secreto,"Los estudiantes se convierten en agentes secretos enviando mensajes codificados. Deben programar lógica que mida cuánto tiempo se presiona el botón para decidir si dibujar un punto o una raya, introduciendo variables de tiempo y condicionales complejos.",11,14,3,"LED Matrix, Touch Button"
Carrera de Píxeles: ¡Salta el Lava!,"Crea un videojuego retro donde un héroe de un solo píxel corre sin parar. El reto es programar la lógica del salto: al tocar el botón, la coordenada Y del personaje debe cambiar temporalmente para evitar chocar con los bloques enemigos que se acercan.",10,13,3,"LED Matrix, Touch Button"
El Portero de la Discoteca Robótica,Gestiona la entrada a una fiesta exclusiva. Los estudiantes diseñan un contador digital. Aprenderán sobre variables acumulativas y cómo mostrar números de más de un dígito en una pantalla pequeña (desplazamiento de texto).,9,12,2,"LED Matrix, Touch Button"
Cineasta de Stop-Motion Digital,"Los estudiantes se convierten en animadores. Crearán una secuencia de 'fotogramas' (arrays de píxeles) y programarán el botón para que funcione como la manivela de un proyector antiguo, enseñando el concepto de indexación de arrays y bucles.",8,11,2,"LED Matrix, Touch Button"
La Estación de Recarga Espacial,"¡La nave necesita energía! Los alumnos deben programar una barra de energía visual. El reto lógico es usar un bucle 'mientras' (while) para llenar la matriz y un temporizador para vaciarla cuando no hay interacción, simulando la física de una batería.",9,12,2,"LED Matrix, Touch Button"
El Desafío del Tiempo Invisible,Pon a prueba tu sentido del ritmo. La matriz muestra un icono por un tiempo aleatorio y se apaga. El estudiante debe programar el sistema para comparar la duración de la pulsación del botón con la duración original de la luz. ¡Gana quien se acerque más!,11,14,3,"LED Matrix, Touch Button"
Cruzar la Calle del Futuro,"Diseña un paso de peatones inteligente. Los estudiantes aprenderán sobre 'máquinas de estados' simples. El sistema debe esperar una entrada (botón), ejecutar una secuencia temporizada de animaciones (rojo -> verde -> parpadeo) y reiniciar el ciclo automáticamente.",7,10,1,"LED Matrix, Touch Button"
La Linterna de Exploración Táctica,"Prepara tu equipo para la acampada. Los estudiantes programarán un botón multifunción. Aprenderán a usar una variable de estado (0, 1, 2, 3) que cambia con cada clic para controlar diferentes configuraciones de brillo y patrones en la matriz.",8,11,2,"LED Matrix, Touch Button"
Duelo de Vaqueros Digitales,"¿Quién tiene el dedo más rápido del oeste? Los estudiantes crearán un juego de reacción. Deben programar una espera aleatoria, detectar el evento del botón y calcular la diferencia de tiempo entre la señal visual y la entrada táctil.",10,13,3,"LED Matrix, Touch Button"
El Traductor del Lenguaje de las Máquinas,"Aprende a contar como una computadora. Cada pulsación suma uno, pero el reto es programar la matriz para que encienda los LEDs correspondientes a la representación binaria del número decimal, visualizando cómo funcionan los bits.",12,15,3,"LED Matrix, Touch Button"
Cuida a tu Pixel-Mascota,Responsabilidad digital. Los estudiantes programan una mascota que 'siente' hambre (una variable que disminuye con el tiempo). Deben usar el botón para incrementar esa variable y condicionales para cambiar la cara de triste a feliz según el nivel de hambre.,8,12,2,"LED Matrix, Touch Button"
La Ruleta de Premios,¡Gira la rueda! Los estudiantes programan un secuenciador que ilumina los LEDs del borde uno por uno. El desafío es implementar la lógica de desaceleración: aumentar el tiempo de espera entre cada cambio de LED cuando se presiona el botón hasta que se detiene.,10,13,3,"LED Matrix, Touch Button"
El Mago del Clima,"Controla los elementos. Los estudiantes crean una simulación de partículas. Aprenderán a generar posiciones aleatorias en la fila superior (X, 0) y hacerlas bajar (Y+1). El botón modificará la variable de 'frecuencia de generación' de nuevas gotas.",9,12,2,"LED Matrix, Touch Button"
La Caja Fuerte Musical,Protege tus secretos con ritmo. Los estudiantes programan un sistema que registra los intervalos de tiempo entre pulsaciones. Luego deben comparar ese patrón de tiempos con una 'contraseña' guardada para decidir si muestran un candado abierto o cerrado.,12,15,3,"LED Matrix, Touch Button"
Impresora 3D de Luz,"Dibuja con precisión. Un cursor recorre la pantalla automáticamente. El estudiante debe programar el botón para 'congelar' o pintar el píxel en la posición actual del cursor, entendiendo coordenadas (X, Y) y persistencia de imagen.",9,12,2,"LED Matrix, Touch Button"
Sincronizador de Corazones,"Biofeedback simulado. Los estudiantes crean una animación de corazón. Deben calcular el promedio de tiempo entre las últimas pulsaciones del botón para ajustar la velocidad de la animación (BPM), vinculando matemáticas con retroalimentación visual.",11,14,3,"LED Matrix, Touch Button"
Raqueta Galáctica,"El clásico Pong, pero simplificado. Una bola rebota por la matriz. El reto es programar la lógica de la paleta: al presionar el botón, la paleta cambia de dirección o posición. Si la bola toca la fila inferior y la paleta no está ahí, Game Over.",10,13,3,"LED Matrix, Touch Button"
La Urna Electrónica,"Democracia digital en clase. Los estudiantes crean un sistema para encuestas. Deben diferenciar tipos de pulsación (corta vs larga) para incrementar dos variables diferentes (votos_si, votos_no) y luego mostrar los resultados numéricamente.",10,13,2,"LED Matrix, Touch Button"
El Baterista Invisible de Sombras,"¡Convierte tu mano en una baqueta mágica! En este desafío, programarás tu dispositivo para que funcione como un tambor de aire. Cuando pases tu mano sobre el sensor creando una sombra, el sistema deberá detectar la caída de luz y tocar un golpe de redoblante. ¿Qué tan rápido puedes tocar sin tocar la pantalla?",8,11,1,"Light Intensity, Musical Drum"
DJ Solar: El Ritmo de la Luz,Imagina que eres un DJ que controla la música con el sol o una linterna. Tu misión es crear un ritmo de fondo que acelere cuando acercas una luz y se vuelva lento y relajante cuando cubres el sensor. Aprenderás a mapear variables numéricas para controlar la velocidad de la música.,10,14,2,"Light Intensity, Musical Drum"
