idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
El Aplausómetro 360,"Divide la clase en 4 equipos (Norte, Sur, Este, Oeste). Gira hacia el equipo Norte y pídeles que aplaudan. El sensor mide el nivel máximo. Toca una tecla para guardar su puntaje. Gira al Sur y repite. ¿Quién ganó?",8,11,1,"Compass, Musical Keyboard, Noise Level"
Escape de la Caverna,"Estás a oscuras. Para ver si hay pared, haz un chasquido (Ruido). Si miras al Este y es el camino correcto, el teclado hará 'Ding' (agudo). Si miras al Norte y hay pared, hará 'Bong' (grave). Navega hasta encontrar la salida.",11,14,3,"Compass, Musical Keyboard, Noise Level"
Estación de Beatbox Giratoria,"Crea música. Mira al Norte para el bajo, al Este para los sintetizadores. Haz ritmo con tu boca (Beatbox al micrófono) para marcar el tempo. Usa las teclas negras del teclado para insertar efectos de 'scratch' sobre tu mezcla.",12,15,3,"Compass, Musical Keyboard, Noise Level"
Conductor de Autobús Escolar,"Conduce el autobús girando la brújula. Mantén el rumbo recto. Si los pasajeros (tus amigos) gritan demasiado (Ruido alto), te distraes. Si te distraes, el autobús se sale del carril y debes tocar la bocina (Teclado) para pedir orden.",8,11,1,"Compass, Musical Keyboard, Noise Level"
La Contraseña Perfecta,"La puerta mágica es exigente. 1) Mira al Oeste. 2) Di 'Ábrete Sésamo' con un volumen medio (si gritas no funciona, si susurras tampoco). 3) Toca la secuencia 'Sol-Mi' en el teclado. Solo así se abrirá.",10,13,2,"Compass, Musical Keyboard, Noise Level"
Rescate en la Niebla,"Busca la señal de socorro. Gira lentamente (Compass). Pide a un amigo que haga ruido constante mientras se mueve alrededor de ti. Cuando el sensor de ruido marque el máximo, significa que estás apuntando a él. ¡Presiona la tecla para lanzar la cuerda de rescate!",9,12,2,"Compass, Musical Keyboard, Noise Level"
Ritual de los Cuatro Elementos,"Completa el ritual. Mira al Norte (Tierra) y haz un sonido grave y constante. Toca una tecla grave. Gira al Este (Aire), sopla suavemente y toca una tecla aguda. El sistema verificará tu orientación y volumen para validar cada paso.",11,14,2,"Compass, Musical Keyboard, Noise Level"
Gymkana de Orientación,"Corre al extremo Norte del patio. Al llegar, grita fuerte al micrófono para que el sensor detecte tu llegada. El dispositivo te mostrará la siguiente dirección (Sur). Al terminar el circuito, toca el teclado para parar el cronómetro.",10,13,2,"Compass, Musical Keyboard, Noise Level"
Desactivación de Emergencia,"El reloj corre. Mira la pantalla: si dice 'Cable Norte', gira al Norte y presiona la tecla Roja. ¡Pero cuidado! Debes hacerlo en silencio absoluto. Si alguien habla o grita (Ruido detectado), el temporizador se acelera o explota (Teclado hace 'Boom').",11,15,3,"Compass, Musical Keyboard, Noise Level"
El Explorador de la Selva Melódica,"Estás perdido en una selva mágica donde los árboles cantan. Para encontrar el camino a casa (el Norte), debes girar hasta escuchar la nota 'Do' aguda. Usa el interruptor para 'preguntar' a los árboles dónde estás. Si escuchas notas graves, estás yendo en la dirección equivocada. ¡Oriéntate y escapa!",8,11,1,"Compass, Musical Keyboard, Switch"
El Agente Secreto y la Bóveda Invisible,"Eres un espía intentando abrir una bóveda invisible. La combinación no son números, ¡son direcciones! Gira a la derecha (Este) y presiona el botón. Si escuchas un 'Ding', vas bien. Luego busca el Sur. Si te equivocas, la alarma (notas disonantes) sonará y tendrás que empezar de nuevo.",10,14,2,"Compass, Musical Keyboard, Switch"
El Bailarín Musical Giratorio,"¡Crea música con tu baile! Pega el dispositivo a tu pecho. Al girar sobre ti mismo como una peonza, sonarán las notas musicales en orden. Si activas el 'Modo Ardilla' (Interruptor ON), las notas serán muy agudas; si lo apagas, sonarán como un gigante. ¿Puedes tocar una canción simple solo girando?",9,12,1,"Compass, Musical Keyboard, Switch"
Radar de Tesoros Piratas,"El tesoro del Capitán Barbanegra está enterrado exactamente al Norte. Tu dispositivo es un radar antiguo. Mientras más rápido suene el 'Bip' (nota musical), más cerca estás de apuntar al tesoro. Usa el interruptor para encender tu radar y comienza a barrer el horizonte hasta que el sonido sea continuo.",8,12,2,"Compass, Musical Keyboard, Switch"
La Varita Mágica del Hechicero del Caos,"Tu dispositivo es una varita mágica inestable. Si apuntas hacia la ventana y presiona el botón, lanzas hechizos de fuego (notas graves); si apuntas a la puerta, lanzas hielo (notas cristalinas). ¡Muévete por la habitación y presiona el botón para crear una banda sonora para tu duelo mágico!",7,10,1,"Compass, Musical Keyboard, Switch"
El Guardián del Faro,"El faro está roto y los barcos necesitan ayuda. Escucha el sonido: si suena grave, el barco está al Sur; si es agudo, al Norte. Gira tu cuerpo hacia la dirección correcta y presiona el interruptor para lanzar la luz. ¡No te equivoques o los barcos chocarán!",10,13,3,"Compass, Musical Keyboard, Switch"
El Violín Fantasma,"Tienes un violín invisible en tus manos. Para tocarlo, mantén presionado el botón (el arco). Para cambiar la nota, no usas los dedos, ¡sino que giras todo tu cuerpo! Gira a la izquierda para sonidos graves y a la derecha para agudos. Intenta tocar 'Cumpleaños Feliz' girando.",11,15,2,"Compass, Musical Keyboard, Switch"
La Estatua Musical Zen,"Eres un monje shaolin practicando el equilibrio. Presiona el botón para empezar. Debes quedarte congelado mirando exactamente al Este. Si te tambaleas o giras aunque sea un poco, sonará una alarma molesta. ¿Cuánto tiempo puedes mantener el silencio total?",9,13,2,"Compass, Musical Keyboard, Switch"
Pintando el Mapa con Música,"Vamos a crear un mapa sonoro de tu patio. Camina hacia el columpio y presiona el botón: ¡esa dirección tiene su propio sonido! Camina hacia la puerta y presiona de nuevo. Al final, habrás creado una canción única que describe tu recorrido secreto.",10,14,3,"Compass, Musical Keyboard, Switch"
Sintonizando la Radio Alienígena,"Estamos recibiendo mensajes del espacio, pero hay mucha interferencia. Gira el dispositivo lentamente como una antena parabólica. Escucharás ruido raro, pero si encuentras el ángulo perfecto, escucharás el mensaje claro (una melodía). ¡Presiona el botón rápido para grabar el mensaje antes de que se pierda!",9,12,2,"Compass, Musical Keyboard, Switch"
El Director de Orquesta Giratorio,"Tú eres el director. A tu izquierda están los violines, al frente las trompetas y a la derecha los tambores (representados por notas de un acorde). Gira para señalar quién debe tocar. Usa el interruptor para cambiar la canción de 'Alegre' (Mayor) a 'Triste' (Menor) instantáneamente.",11,15,2,"Compass, Musical Keyboard, Switch"
Escape de la Cueva a Oscuras,"Estás atrapado en una cueva sin luz. Solo tus oídos te guiarán. Gira lentamente: si escuchas un sonido bonito, el camino está libre. Si escuchas un 'BUUU', hay una pared. Cuando encuentres el camino libre, presiona el botón para avanzar un paso. ¿Lograrás salir?",10,14,3,"Compass, Musical Keyboard, Switch"
Código Secreto de los Pájaros,"Comunícate con tu amigo usando sonidos de pájaros. Si miras al Norte, tu 'pájaro' canta agudo. Si miras al Sur, canta grave. Usa el botón para hacer el ritmo del canto: 'pi-pi-piii'. Tu amigo debe adivinar desde qué dirección estás transmitiendo solo escuchando el tono.",8,11,1,"Compass, Musical Keyboard, Switch"
La Ruleta Humana de Retos,"¡Juego para fiestas! Mantén el botón apretado y gira rápido con los ojos cerrados. Cuando sueltes el botón, el dispositivo leerá tu dirección. Norte = '¡Canta una canción!', Sur = '¡Cuenta un chiste!'. Cada dirección tiene su propia melodía de premio.",6,10,1,"Compass, Musical Keyboard, Switch"
El Cañón del Eco Infinito,"Grita (toca una nota) en el Gran Cañón. Si miras al Norte, el eco vuelve rápido (boing-boing). Si miras al Sur, el eco tarda años (boooiiiinnng). Gira hasta encontrar el eco perfecto y presiona el botón para congelarlo y crear un ritmo genial.",11,15,3,"Compass, Musical Keyboard, Switch"
Buscadores de Oro en la Playa,"Convierte tu habitación en una playa llena de monedas de oro enterradas. Mueve tu 'detector' en círculos. Cuando escuches que el sonido se vuelve muy agudo y fuerte, ¡has encontrado algo! Presiona el botón para cavar y sacar tu recompensa.",7,11,2,"Compass, Musical Keyboard, Switch"
DJ 360 Grados,"¡Eres el DJ del futuro! Para que suene el bajo, gira hacia la puerta. Para que suene la batería, gira hacia la ventana. Muévete constantemente para mezclar la canción y que todos bailen. Si necesitas hablar con el público, presiona el botón para cortar la música.",12,16,3,"Compass, Musical Keyboard, Switch"
Saltando en el Piano Gigante,"Imagina un piano circular gigante a tu alrededor. El Norte es la nota base 'Do'. Si giras a la derecha 90 grados, encuentras a su mejor amiga 'Mi'. Aprende cómo se llevan las notas girando y escuchando. Usa el botón para cambiar el piano a uno más agudo.",10,15,2,"Compass, Musical Keyboard, Switch"
Trampa para Ladrones de Galletas,"Protege tu tarro de galletas. Coloca el dispositivo encima y presiona el botón para armar la trampa. Si alguien intenta girar el tarro para abrirlo o moverlo, el sensor detectará el cambio de dirección y sonará una sirena de policía hecha con el piano.",8,12,2,"Compass, Musical Keyboard, Switch"
El Libro de Cuentos Viviente,Crea tu propia aventura. El narrador dice: 'Llegas a un cruce'. Gira al Norte y escucharás música de dragones; gira al Sur y escucharás música de hadas. Decide tu destino girando hacia la música que prefieras y presiona el botón para entrar en ese mundo.,9,13,3,"Compass, Musical Keyboard, Switch"
El Piano de los Cuatro Vientos,"¡Conviértete en un músico explorador! En esta actividad, programarás tu dispositivo para que se comporte como un instrumento mágico que cambia de sonido según hacia dónde mires. Si miras al Norte y presionas el botón, sonará un DO; si miras al Este, un MI. Tendrás que girar físicamente para encontrar las notas y tocar una canción sencilla.",8,11,1,"Compass, Musical Keyboard, Touch Button"
El Ladrón de la Caja Musical,"Eres un agente secreto intentando abrir una caja fuerte digital. La combinación no son números, ¡son direcciones! Debes girar el dispositivo hasta encontrar el ángulo secreto (por ejemplo, 90 grados). Cuando creas que estás en la posición correcta, presiona el botón. Si aciertas, escucharás una melodía de victoria y la caja se abrirá.",10,14,2,"Compass, Musical Keyboard, Touch Button"
El Radar del Tesoro Pirata,"Tu mapa del tesoro ha desaparecido, pero tienes un radar sonoro. Programa el dispositivo para que te guíe hacia el 'Norte'. Mientras caminas, presiona el botón para verificar tu rumbo. Si vas bien, escucharás una nota aguda y brillante; si te desvías, el sonido será grave y oscuro. ¡Sigue el sonido para encontrar el botín!",9,13,2,"Compass, Musical Keyboard, Touch Button"
El Capitán Simón Dice,"El Capitán Simón te da órdenes de navegación. Si el dispositivo toca una nota alta, debes girar rápidamente al Norte y presionar el botón. Si toca una nota baja, gira al Sur y presiona. Es un reto de memoria y velocidad física. ¿Cuántas órdenes puedes seguir sin equivocarte de rumbo?",7,10,1,"Compass, Musical Keyboard, Touch Button"
Escultor de Melodías Giratorias,"Imagina que el aire a tu alrededor está lleno de música invisible. Al girar tu cuerpo 360 grados, recorres todas las teclas de un piano gigante circular. Mantén presionado el botón táctil para 'tocar' las teclas mientras giras. Experimenta girando rápido o lento para crear efectos sonoros locos y escalas musicales.",11,15,3,"Compass, Musical Keyboard, Touch Button"
Cazadores de Fantasmas Musicales,"¡Hay fantasmas invisibles en el aula! Usa tu dispositivo como un detector espectral. Gira lentamente; cuando escuches que la música se vuelve extraña o aguda, ¡has encontrado uno! Apunta con cuidado a la dirección del sonido y presiona el botón para atrapar al fantasma en tu máquina.",8,12,1,"Compass, Musical Keyboard, Touch Button"
El Maestro de la Orquesta Invisible,"Toma la batuta y dirige tu propia orquesta. A tu izquierda (Oeste) están los tambores, al frente (Norte) el piano. Gira hacia el instrumento que quieras que suene y presiona el botón para darle entrada. ¡Crea tu propia mezcla sinfónica moviéndote y activando secciones!",10,14,2,"Compass, Musical Keyboard, Touch Button"
Misión Espacial: Conexión Satelital,"La Estación Espacial Internacional está tratando de contactarte, pero la señal es débil. Gira tu antena (el dispositivo) buscando la frecuencia correcta. Escucha atentamente: el pitido se hará más agudo cuando estés alineado. En el momento exacto del tono más alto, ¡presiona el botón para descargar los datos secretos!",9,13,2,"Compass, Musical Keyboard, Touch Button"
Escuela de Magia: Varitas Sonoras,"Aprende a lanzar hechizos digitales. Para el hechizo de 'Levitación', debes apuntar al Norte y luego girar suavemente al Este antes de presionar el botón mágico. Si haces el movimiento correctamente, tu varita tocará una melodía encantada. ¡Programa diferentes movimientos para diferentes hechizos!",8,12,2,"Compass, Musical Keyboard, Touch Button"
DJ 360: La Fiesta Giratoria,"¡Eres el DJ de la fiesta del futuro! Tienes efectos de sonido flotando a tu alrededor. Gira a la derecha para cargar un 'Scratch', gira a la izquierda para cargar un 'Beat'. Cuando quieras soltar el sonido en la canción, presiona el botón al ritmo de la música. ¡Haz bailar a todos con tus mezclas!",12,16,3,"Compass, Musical Keyboard, Touch Button"
El Telégrafo de la Brújula,"Envía mensajes secretos a tus amigos usando un código antiguo. Si apuntas al Norte y tocas el botón, envías un 'punto' (sonido corto). Si apuntas al Sur y tocas, envías una 'raya' (sonido largo). Combina direcciones y clics para escribir tu nombre en Código Morse.",11,15,3,"Compass, Musical Keyboard, Touch Button"
Jardín Zen: Buscando la Armonía,"Vamos a relajarnos y concentrarnos. Tu objetivo es encontrar la paz interior alineando tu dispositivo con los cuatro puntos de la naturaleza. Gira muy despacio. Cuando tu brújula marque exactamente el Este, presiona el botón suavemente para liberar un sonido de campana relajante. Completa el ciclo de los cuatro vientos.",10,16,1,"Compass, Musical Keyboard, Touch Button"
